credit_policy,int_rate,installment,log_annual_inc,dti,fico,days_with_cr_line,revol_bal,revol_util,inq_last_6mths,delinq_2yrs,pub_rec,not_fully_paid,purpose_all_other,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1,0.1122,164.23,11.28978191,1.21,672,3990.0,10.210457413895194,16.1,3,0,1,0,0,1,0,0,0,0,0
1,0.0996,161.25,10.77895629,8.03,707,4320.0,10.251676592824563,48.6,1,0,0,0,0,0,1,0,0,0,0
1,0.0933,159.77,12.10071213,11.93,717,4498.958333,11.01153849001536,39.2,1,0,0,0,0,0,0,0,1,0,0
1,0.0807,156.84,12.10071213,5.55,742,4019.0,10.61974072181055,26.3,0,0,0,0,0,0,0,0,1,0,0
1,0.0743,155.38,11.69524702,2.29,777,3540.0,9.033603193476129,16.9,0,0,0,0,0,0,1,0,0,0,0
1,0.087,94.98,10.1266311,14.54,752,2460.0,8.205491613120236,7.8,1,0,0,0,0,0,0,0,0,0,1
1,0.1028,97.2,12.20607265,0.0,677,3779.958333,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0
1,0.1122,164.23,10.30895266,18.64,702,5190.0,9.670356794688852,47.1,0,0,0,0,0,1,0,0,0,0,0
1,0.0838,167.02,11.21182037,14.37,797,5610.958333,8.83127373772255,14.4,0,0,0,0,0,1,0,0,0,0,0
1,0.0775,168.6,8.987196821,3.0,762,6659.958333,7.186901020411631,16.5,0,0,0,0,0,0,0,1,0,0,0
1,0.0838,160.72,10.37349118,14.78,772,4379.0,8.463370384718731,23.9,0,0,0,0,1,0,0,0,0,0,0
1,0.0901,159.03,11.19821472,9.96,722,3089.958333,10.064330077652958,37.6,0,0,0,0,0,1,0,0,0,0,0
1,0.0743,178.69,11.73606902,0.27,792,7488.958333,7.943782692458625,10.2,0,0,0,0,0,0,1,0,0,0,0
1,0.0743,155.38,10.71441777,1.12,782,5807.0,7.486613313139955,0.0,1,0,0,0,0,1,0,0,0,0,0
1,0.1028,323.98,10.217422,10.7,712,1379.0,8.170468578330674,54.4,0,0,0,0,0,0,0,0,0,0,1
1,0.1059,813.65,10.77895629,4.05,762,2729.958333,7.792761720816526,23.3,0,0,0,0,0,0,0,0,0,0,1
1,0.0996,112.87,9.510444964,16.44,712,1649.958333,7.9603236291488395,41.1,1,0,0,0,0,0,0,1,0,0,0
1,0.1596,94.88,10.86283777,12.57,627,1409.0,8.031385330625534,92.3,1,0,0,0,0,0,1,0,0,0,0
1,0.1059,398.69,11.00209984,17.12,747,14008.95833,9.753536375772624,8.1,2,1,0,0,0,0,0,0,0,0,1
1,0.1154,39.6,9.903487553,2.04,662,1139.0,7.050989447068045,75.8,2,0,0,0,0,1,0,0,0,0,0
1,0.1343,678.08,11.88448902,10.15,682,4209.958333,10.637656707618994,74.1,0,0,0,1,0,1,0,0,0,0,0
1,0.1249,401.37,11.22524339,15.0,682,4479.0,10.669885194835667,93.4,3,0,0,0,0,1,0,0,0,0,0
1,0.0964,205.45,11.00209984,7.72,712,2293.958333,8.12058871174027,69.3,0,0,0,0,1,0,0,0,0,0,0
1,0.1186,397.75,11.08214255,7.14,682,8730.0,9.381685238056505,71.9,0,2,0,0,0,0,1,0,0,0,0
1,0.0743,155.38,10.59663473,2.55,772,8189.958333,7.848933726364071,14.0,2,0,0,0,1,0,0,0,0,0,0
1,0.1028,113.39,9.903487553,1.5,682,1410.0,7.5406215286571525,32.4,0,0,0,0,1,0,0,0,0,0,0
1,0.1186,99.44,10.49551521,7.47,667,2550.0,6.970730078143525,70.9,2,0,1,0,0,0,1,0,0,0,0
1,0.0807,109.79,11.49272276,8.52,752,4979.958333,8.769196271411001,6.0,0,1,0,0,0,1,0,0,0,0,0
1,0.1059,32.55,10.43382164,14.47,687,1110.0,8.408716715080153,36.9,1,0,0,1,1,0,0,0,0,0,0
1,0.0996,112.87,11.26446411,11.06,702,4979.958333,9.69959500581403,20.5,0,1,0,0,1,0,0,0,0,0,0
1,0.0964,160.51,11.77528973,8.55,712,5940.0,9.950848123895966,40.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1375,340.57,10.46310334,17.38,707,2699.958333,10.008477999727065,65.9,0,0,0,0,0,0,1,0,0,0,0
1,0.0775,156.11,12.32385568,6.48,752,5339.958333,7.6783263565068856,2.3,1,0,0,0,0,0,0,0,1,0,0
1,0.0743,155.38,11.15625052,4.56,812,9809.0,6.70196036600254,1.0,0,0,0,0,0,1,0,0,0,0,0
1,0.0807,235.25,11.91839057,2.72,757,5202.0,10.072343858376511,24.4,4,0,0,0,0,0,0,0,1,0,0
1,0.0996,257.99,10.77895629,15.13,722,2640.0,9.331672657143708,47.8,3,0,0,0,0,0,1,0,0,0,0
1,0.1501,225.37,12.26904744,6.45,677,6240.0,10.94043718081213,75.3,0,0,0,1,0,0,0,0,0,0,1
1,0.0964,80.26,11.22524339,20.0,772,4920.958333,5.598421958998375,3.8,3,0,0,1,0,0,0,0,1,0,0
1,0.128,84.0,10.37349118,20.0,682,5492.0,8.134174272137903,35.1,1,0,0,1,0,0,0,0,1,0,0
1,0.1122,507.46,10.59663473,13.5,712,5368.958333,8.781708985836179,34.3,3,0,1,1,0,0,1,0,0,0,0
1,0.0743,124.31,10.59663473,3.45,772,1739.958333,5.802118375377063,11.0,0,0,0,0,0,0,0,1,0,0,0
1,0.087,63.32,11.15625052,6.07,712,2550.0,8.694167141883597,19.8,1,0,0,0,0,1,0,0,0,0,0
1,0.1091,130.79,9.798127037,18.0,707,2192.0,8.618666160346871,79.6,1,0,0,0,1,0,0,0,0,0,0
1,0.0775,93.67,11.73606902,2.14,762,8370.0,9.954703343920398,1.0,0,0,0,0,0,0,0,0,1,0,0
1,0.0775,93.67,10.81977828,5.35,762,8370.0,9.954703343920398,0.7,0,0,0,0,1,0,0,0,0,0,0
1,0.087,88.65,11.69524702,15.0,742,3026.0,9.006509131694346,14.9,1,0,0,0,1,0,0,0,0,0,0
1,0.0964,128.41,11.51292546,15.0,722,3026.0,9.006509131694346,14.9,1,0,0,0,1,0,0,0,0,0,0
1,0.087,94.98,11.03488966,12.23,737,2729.958333,8.210396255104774,30.7,0,0,0,0,0,0,0,0,1,0,0
1,0.1217,179.8,10.46310334,7.1,662,2944.0,7.621195162809845,36.2,2,0,0,0,0,0,1,0,0,0,0
1,0.1533,444.05,11.00209984,19.52,667,2700.958333,10.406532988983157,68.8,2,0,0,0,0,1,0,0,0,0,0
1,0.0775,124.89,11.03165864,3.46,747,2519.0,7.5595594960077,17.1,0,0,0,0,1,0,0,0,0,0,0
1,0.1533,644.3,11.40756495,5.24,662,1770.0,10.015922981865916,62.2,0,0,0,0,0,1,0,0,0,0,0
1,0.0964,642.02,11.47210347,2.86,737,2190.0,9.239607869656751,42.5,0,0,0,1,0,0,0,0,0,0,1
1,0.1154,104.76,9.61580548,12.24,672,1289.958333,7.961370201719511,55.1,3,0,0,1,0,0,0,0,0,0,1
1,0.1122,157.66,10.30895266,12.36,682,1770.0,9.418248450647615,86.1,0,0,0,0,0,0,1,0,0,0,0
1,0.087,383.87,11.91839057,4.8,767,13349.95833,11.033630807483584,39.1,0,0,0,0,0,0,1,0,0,0,0
1,0.1122,217.6,11.38509209,18.0,702,3725.0,9.72549660510262,26.1,2,0,0,0,0,1,0,0,0,0,0
1,0.0807,297.99,11.05089001,3.49,792,5939.0,10.606213707876396,9.2,1,0,0,0,1,0,0,0,0,0,0
1,0.0775,156.11,10.71441777,5.0,762,2131.0,7.215239978730097,5.6,2,0,0,0,0,0,1,0,0,0,0
1,0.1154,329.95,12.32385568,20.0,727,10292.0,11.585264731027953,44.8,2,0,0,0,0,0,1,0,0,0,0
1,0.0807,313.67,12.06104687,0.72,787,8010.0,8.024534871605695,5.6,3,0,0,0,1,0,0,0,0,0,0
1,0.0807,297.99,11.40756495,2.44,792,8717.958333,10.606213707876396,9.6,0,0,0,0,1,0,0,0,0,0,0
1,0.0933,239.65,11.44035477,9.66,792,4529.0,11.759793355371237,0.0,3,0,0,0,0,0,0,0,1,0,0
1,0.0712,61.87,11.6784399,0.43,772,5936.0,8.457443187010464,18.5,0,0,0,0,0,0,1,0,0,0,0
1,0.1186,94.47,10.71441777,2.8,667,5460.0,7.955425088912672,75.0,0,1,0,0,1,0,0,0,0,0,0
1,0.1501,73.68,11.47210347,16.89,702,4080.0,3.9512437185814275,0.0,0,0,0,1,0,0,0,0,0,0,1
1,0.0807,313.67,11.91839057,5.84,792,5364.958333,10.522799800586712,3.7,0,0,0,0,0,0,0,0,1,0,0
1,0.0933,543.2,11.22524339,9.55,762,5699.958333,8.253227645581772,16.6,1,0,0,0,0,0,1,0,0,0,0
1,0.0807,313.67,11.35040654,3.11,797,5363.958333,10.522799800586712,3.7,0,0,0,0,0,0,0,0,1,0,0
1,0.1217,266.37,11.15625052,10.2,672,3598.958333,10.176715668017758,39.5,0,1,0,1,0,1,0,0,0,0,0
1,0.1028,210.6,10.71441777,5.87,692,1741.958333,8.631949428714426,42.2,0,0,0,0,0,0,1,0,0,0,0
1,0.1249,234.15,10.04324949,5.01,662,1110.0,6.967909201801884,81.9,3,0,0,0,1,0,0,0,0,0,0
1,0.1028,323.99,11.69524702,14.4,722,4679.958333,10.946252332458506,77.5,1,0,0,0,0,0,1,0,0,0,0
1,0.1059,235.96,10.95080655,7.22,712,5519.0,10.611498714744615,77.3,1,0,0,0,0,1,0,0,0,0,0
1,0.1438,352.22,11.1844214,17.83,687,1289.958333,8.246958032568177,6.5,1,0,0,0,0,0,1,0,0,0,0
1,0.0743,117.31,11.69524702,0.0,772,3929.958333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0
1,0.0712,64.96,11.60823564,0.22,812,16213.0,3.9318256327243257,0.3,0,0,0,0,0,0,1,0,0,0,0
1,0.1565,699.69,11.42954386,1.53,667,3603.958333,8.42726848388825,56.4,1,0,0,0,0,0,0,0,0,0,1
1,0.1059,195.27,9.852194258,8.15,692,3089.958333,9.05122740031911,86.1,0,0,0,0,0,0,0,1,0,0,0
1,0.1122,295.59,10.3859137,22.15,747,2788.958333,9.571226436686379,45.8,0,0,0,0,0,1,0,0,0,0,0
1,0.1122,217.59,10.81977828,18.38,707,3359.0,4.736198448394496,2.4,1,0,0,0,0,0,0,0,0,0,1
1,0.1375,263.09,11.03811028,9.8,677,3089.958333,9.411810747608898,81.0,3,0,0,1,0,0,1,0,0,0,0
1,0.1467,248.43,10.95080655,20.76,667,3750.0,9.514363204016016,69.1,0,1,0,0,0,0,1,0,0,0,0
1,0.1028,194.4,11.37710574,10.6,692,2489.958333,9.729967151695242,63.9,0,0,0,0,0,1,0,0,0,0,0
1,0.1249,301.04,10.57131693,5.08,667,3690.0,10.17481155837509,62.9,3,0,1,1,0,0,1,0,0,0,0
1,0.0743,163.92,11.35040654,2.64,782,9210.0,8.658866349732383,16.0,0,0,0,0,1,0,0,0,0,0,0
1,0.1028,150.66,10.727663,3.26,687,6509.958333,4.663439094112067,35.0,1,1,0,1,1,0,0,0,0,0,0
1,0.1122,217.59,10.9525594,13.77,682,2160.0,9.349319399257634,95.7,0,0,0,0,0,0,1,0,0,0,0
1,0.1312,85.23,10.59663473,20.67,692,5250.0,9.778037701818713,30.5,3,1,0,0,0,0,0,0,1,0,0
1,0.1122,328.43,10.30895266,20.4,742,3270.0,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0
1,0.0807,165.47,10.91508846,12.0,797,8790.0,9.427948631791715,19.2,1,0,0,0,1,0,0,0,0,0,0
1,0.1091,140.6,10.49127422,9.87,707,1560.0,9.419303859716559,44.0,0,0,0,0,0,0,1,0,0,0,0
1,0.1028,98.01,11.40756495,9.13,697,3300.0,10.561655014200047,97.8,0,0,0,0,1,0,0,0,0,0,0
1,0.1217,166.48,9.210340372,0.0,662,2250.0,6.775366090936392,54.7,2,1,0,1,0,0,0,0,0,0,1
1,0.1249,284.32,11.35040654,6.38,667,7229.958333,7.087573705557973,12.0,3,4,0,0,0,0,0,0,0,0,1
1,0.1438,194.15,13.08154138,2.4,697,2759.958333,10.189756126469401,60.4,3,1,0,0,0,0,0,0,0,0,1
1,0.1028,138.51,10.34174248,24.81,767,5789.958333,8.817742129574842,24.6,2,0,0,0,1,0,0,0,0,0,0
1,0.1249,70.25,9.433483923,14.4,662,1469.0,6.129050210060545,91.6,1,0,0,1,0,0,1,0,0,0,0
1,0.0838,252.1,11.56171563,9.71,752,3508.958333,9.728360056322414,44.7,0,0,0,0,0,1,0,0,0,0,0
1,0.0901,263.19,11.69524702,12.16,742,9719.958333,8.900685318713995,29.9,0,0,0,0,1,0,0,0,0,0,0
1,0.0933,104.65,11.03488966,3.83,702,3690.0,8.866440619526173,41.9,1,0,0,0,1,0,0,0,0,0,0
1,0.0807,172.53,10.89673933,6.29,742,5100.0,9.819507938740854,68.9,0,0,0,0,0,0,1,0,0,0,0
1,0.0996,38.7,10.37349118,1.13,677,1920.0,6.419994928147142,76.6,2,0,0,0,0,1,0,0,0,0,0
1,0.1249,100.35,10.2791805,12.77,662,1110.0,6.340359303727752,51.5,3,1,0,1,0,0,0,1,0,0,0
1,0.128,335.98,10.50232405,18.92,682,2219.0,9.123365357961776,50.4,1,0,0,0,0,0,1,0,0,0,0
1,0.1091,163.49,10.57131693,11.78,707,4889.0,8.595449689382004,33.4,0,0,1,1,1,0,0,0,0,0,0
1,0.0996,32.25,10.46310334,5.83,687,2158.958333,7.080867896690782,3.0,2,0,0,1,1,0,0,0,0,0,0
1,0.0996,96.75,9.798127037,15.4,707,11248.95833,9.392995206560258,40.4,1,0,0,0,0,0,0,1,0,0,0
1,0.1059,72.42,11.00209984,8.14,707,4800.0,9.928765359720396,62.0,1,0,0,1,1,0,0,0,0,0,0
1,0.0964,90.68,11.15625052,18.0,732,3691.0,10.928112374609942,10.0,2,0,0,0,0,0,0,0,0,0,1
1,0.0807,259.58,10.79957558,9.89,772,9870.0,8.954802752850968,17.1,0,0,0,0,1,0,0,0,0,0,0
1,0.0964,169.32,11.15625052,17.57,737,5429.958333,10.854411568304634,38.0,1,0,0,0,1,0,0,0,0,0,0
1,0.1154,205.4,10.71441777,17.76,717,1500.0,6.363028103540465,23.2,0,0,0,0,0,1,0,0,0,0,0
1,0.1312,162.01,11.35040654,16.87,707,9059.958333,10.456711527718735,54.3,0,0,0,1,0,0,1,0,0,0,0
1,0.1028,226.8,10.92233487,10.05,692,1890.0,8.99317889233952,33.8,0,0,0,0,0,0,1,0,0,0,0
1,0.1059,162.73,9.61580548,24.4,737,3209.958333,0.0,0.0,3,0,0,0,1,0,0,0,0,0,0
1,0.1154,158.38,10.1266311,18.19,672,2586.0,6.016157159698354,81.8,0,1,0,0,0,0,1,0,0,0,0
1,0.0901,795.11,10.95080655,8.93,822,9696.958333,5.225746673713202,0.5,0,0,0,0,0,0,0,0,0,0,1
1,0.0996,158.83,11.33857208,4.84,727,6330.0,10.784192556685275,50.1,2,0,0,0,0,0,1,0,0,0,0
1,0.1028,97.2,10.54534144,19.93,687,2580.0,6.650279048587422,96.5,0,0,0,0,1,0,0,0,0,0,0
1,0.1154,263.97,10.81977828,8.04,672,3089.0,6.927557906278317,4.5,1,1,0,0,0,0,1,0,0,0,0
1,0.1091,404.62,10.75177778,16.39,692,5640.0,9.027978814382207,39.9,2,0,0,0,0,0,0,0,0,0,1
1,0.0775,307.53,11.15625052,9.09,797,6089.958333,7.490529402060711,4.5,1,0,0,0,1,0,0,0,0,0,0
1,0.128,839.95,11.22524339,24.85,722,6330.0,11.046754481744669,74.7,3,0,0,1,0,0,1,0,0,0,0
1,0.1059,269.31,11.59910316,24.01,767,4665.958333,10.305680646773872,71.2,2,0,0,1,1,0,0,0,0,0,0
1,0.1186,265.18,10.858999,11.31,667,1560.0,8.677269139262872,74.3,1,0,0,0,0,0,1,0,0,0,0
1,0.0964,802.47,11.26446411,0.8,732,2129.958333,9.269175157697076,22.1,1,0,0,0,0,0,0,0,1,0,0
1,0.1091,505.16,11.69524702,16.97,697,9659.0,10.95425672844002,44.5,3,0,0,1,0,0,1,0,0,0,0
1,0.0901,318.05,12.52452638,2.97,712,4919.0,6.1779441140506,80.2,2,0,0,1,0,0,0,0,1,0,0
1,0.0838,315.12,10.30895266,4.2,737,1560.0,7.733245646529795,19.0,1,0,0,0,0,0,0,1,0,0,0
1,0.1091,130.79,9.574983486,8.92,672,1140.0,8.192847134592865,61.3,1,0,0,0,1,0,0,0,0,0,0
1,0.1059,227.82,11.05879518,8.5,682,6839.958333,9.611194867526663,79.0,1,0,1,0,0,0,1,0,0,0,0
1,0.0996,643.36,11.66134547,13.07,727,10529.95833,10.433821642690162,82.9,0,0,0,0,0,1,0,0,0,0,0
1,0.147,51.78,10.1266311,3.84,632,1530.0,7.122059881629142,61.9,1,1,0,0,1,0,0,0,0,0,0
1,0.0901,572.48,10.62132735,15.37,747,7500.0,8.465268118551318,18.5,2,0,0,0,0,0,0,1,0,0,0
1,0.0775,149.87,9.952277717,6.34,752,3029.0,8.152198015861787,25.5,0,0,0,0,1,0,0,0,0,0,0
1,0.0996,96.75,11.03488966,11.98,682,1799.0,9.444700778495557,83.2,0,0,0,0,1,0,0,0,0,0,0
1,0.0712,92.8,11.44035477,0.0,812,8250.0,5.910796644040527,1.2,0,0,0,0,0,0,0,0,1,0,0
1,0.1091,192.09,11.09741002,19.82,677,4290.0,10.328689926327325,89.5,1,1,0,0,0,1,0,0,0,0,0
1,0.1154,593.92,10.20359214,10.8,682,5050.0,9.052282067317908,75.5,0,0,0,0,1,0,0,0,0,0,0
1,0.1091,392.36,10.46310334,15.74,692,1500.041667,9.658226195968298,54.5,2,0,0,0,0,0,1,0,0,0,0
1,0.0775,156.11,10.858999,9.55,767,12960.04167,8.31090675716845,7.3,0,0,0,0,0,0,0,1,0,0,0
1,0.1028,155.52,10.46310334,7.51,687,2795.0,8.671972245203792,68.7,0,0,1,0,0,0,1,0,0,0,0
1,0.1028,485.99,11.38509209,11.95,702,5070.0,10.111151917001878,94.7,0,0,0,0,0,1,0,0,0,0,0
1,0.1028,116.64,10.30895266,7.88,687,5130.041667,8.936035096566041,71.7,0,0,1,0,1,0,0,0,0,0,0
1,0.1122,223.34,10.83958091,18.68,682,1889.041667,9.158625936289503,87.9,2,0,0,1,0,0,1,0,0,0,0
1,0.0775,149.87,9.903487553,10.26,757,6330.041667,8.501470230951002,30.4,0,0,0,0,0,1,0,0,0,0,0
1,0.1154,211.17,11.46163217,1.83,667,3421.041667,9.32375833901174,23.2,1,0,0,0,0,0,0,1,0,0,0
1,0.0743,186.45,11.13730067,6.11,777,7440.041667,7.801800401908973,5.6,3,0,0,0,0,0,1,0,0,0,0
1,0.0933,790.86,11.00209984,0.82,767,2100.0,6.821107472256465,6.8,0,0,0,0,0,0,1,0,0,0,0
1,0.0901,795.11,13.33100224,3.83,782,3660.0,11.910559993963204,6.6,5,0,0,1,0,0,0,0,0,0,1
1,0.087,126.65,10.69194491,18.71,747,3630.0,8.07402621612406,12.6,0,0,0,0,0,1,0,0,0,0,0
1,0.1091,294.27,11.28978191,17.17,677,3840.041667,8.932080438103307,82.3,0,0,0,0,0,1,0,0,0,0,0
1,0.1091,404.62,11.28978191,9.23,687,2519.0,9.482426456803408,96.5,0,0,1,0,0,0,1,0,0,0,0
1,0.1186,397.77,11.91839057,20.48,687,4452.041667,11.107285341547778,51.6,1,0,0,0,0,0,1,0,0,0,0
1,0.0743,178.68,11.46163217,1.2,812,16259.04167,3.9318256327243257,0.3,0,0,0,0,0,0,1,0,0,0,0
1,0.1028,29.16,9.392661929,16.7,687,2069.0,8.034306936339489,65.6,3,0,0,1,0,0,0,1,0,0,0
1,0.0996,417.62,11.42954386,6.48,712,5610.041667,7.8628820346414905,23.8,1,0,0,0,0,0,0,0,0,0,1
1,0.1059,130.18,11.03488966,17.81,682,6330.041667,9.807472124102441,68.5,2,0,0,0,0,1,0,0,0,0,0
1,0.1122,98.53,10.40134951,22.79,682,9389.0,10.094892728063126,85.3,2,0,0,0,1,0,0,0,0,0,0
1,0.0807,15.69,9.798127037,4.27,722,1470.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0
1,0.1091,523.14,12.20607265,10.7,697,7320.0,11.18863473165106,73.7,1,0,0,0,0,1,0,0,0,0,0
1,0.087,557.23,11.9381932,0.12,757,1128.041667,6.940222469119639,5.0,0,0,0,0,1,0,0,0,0,0,0
1,0.1122,315.3,10.65725935,14.6,677,3630.0,4.897839799950911,4.2,1,0,0,0,1,0,0,0,0,0,0
1,0.1154,527.93,10.70099475,12.16,682,2130.0,10.43482143693347,57.7,1,2,0,1,0,0,1,0,0,0,0
1,0.0743,93.23,11.1844214,11.18,757,4500.041667,9.427948631791715,29.6,5,0,0,0,0,0,0,0,0,1,0
1,0.0775,202.94,10.77895629,13.53,787,10260.04167,9.282009658666542,8.9,3,0,0,0,0,0,1,0,0,0,0
1,0.1186,165.74,10.59663473,7.02,667,2789.041667,7.6953031349635665,75.8,0,2,0,1,0,0,1,0,0,0,0
1,0.1028,158.76,10.69194491,15.3,692,4410.0,4.48863636973214,23.8,1,3,0,1,1,0,0,0,0,0,0
1,0.1028,485.99,10.81977828,11.88,702,7020.041667,9.537339306804913,33.7,0,0,0,0,0,0,1,0,0,0,0
1,0.0996,322.49,11.19134184,10.28,702,4920.041667,8.279950715722526,98.6,3,0,0,1,1,0,0,0,0,0,0
1,0.087,189.97,10.08580911,19.45,757,3870.041667,8.595264726836392,40.0,2,0,0,0,0,0,1,0,0,0,0
1,0.1217,376.24,10.42228135,23.96,712,3030.041667,9.401208634738603,49.0,1,0,0,0,0,0,1,0,0,0,0
1,0.1217,599.33,11.61045137,18.3,682,4379.0,9.802395690974855,81.4,1,0,0,0,0,0,1,0,0,0,0
1,0.1217,132.35,10.20359214,23.2,702,5279.041667,8.412943170042439,39.2,1,0,0,1,0,0,1,0,0,0,0
1,0.1186,828.69,10.858999,9.74,712,4859.041667,10.16018192736142,60.5,0,0,0,0,0,0,0,0,0,0,1
1,0.1091,604.88,10.858999,17.56,707,8061.0,10.387116681613646,43.0,0,1,0,0,0,1,0,0,0,0,0
1,0.087,538.23,10.93131966,11.51,747,6240.041667,9.922358373286379,48.1,2,0,0,0,0,0,1,0,0,0,0
1,0.0933,172.55,10.6454249,16.09,707,2220.0,10.546787760701491,61.2,0,0,0,0,0,1,0,0,0,0,0
1,0.1091,604.88,10.49127422,4.67,697,1410.0,3.258096538021482,0.2,2,0,0,0,0,0,0,0,0,0,1
1,0.0996,290.24,10.54534144,3.38,697,1782.0,8.10349427838097,55.1,2,0,0,0,1,0,0,0,0,0,0
1,0.1186,530.36,11.36674295,15.1,682,3900.0,5.855071922202427,4.8,0,0,0,1,0,0,0,0,0,1,0
1,0.087,158.31,10.08580911,6.15,722,1350.0,8.011686729127847,25.3,0,0,0,0,1,0,0,0,0,0,0
